EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2241;47;211235;0;0;35984300;14595600;5692420;2989110;535470;123747;19;1375770000;0;0;5525;874011;160,933;79636
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;KMCN;MACON, GEORGIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3223;810;1;0;0;0;0;0;1,33333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;KMCN;MACON, GEORGIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;KGUS;PERU, INDIANA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;4717;6547;1;0;0;0;0;0;2,28333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3652;75;152975;0;0;35224100;28953100;4980940;4290970;489241;118920;15;1212790000;0;0;4443;628273;152,133;114368
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;MTPP;PORT-DE-PAIX;;;HAITI;AMÉRICA CENTRAL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;29439;8256;3;0;0;0;0;0;11,1667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAC;ARACATI;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;757;11;77;0;0;2793170;1727470;291880;142653;49576;20538;9;175714;0;0;1224;127908;30,3;5662
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1808;220;1;0;0;0;0;0;0,8;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2287;57;439;0;0;623480;503140;64144;41712;25416;9020;41;96580;0;0;2834;291652;37,0833;17727
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;587;1;0;0;0;1066620;719662;114092;57439;24033;6130;5;0;0;0;870;93063;9,6;2827
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2683;16;171;0;0;3559640;3251800;390987;271684;82744;20604;17;207252;0;0;2937;322602;32,7;22773
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3265;60;2564;416;0;5957700;5586420;614356;482661;116694;44486;26;4387000;711776;0;3482;359072;69,1833;34660
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5863;101;3347;18;0;2967620;2321750;309195;194370;106044;41976;106;1325410;7128;0;7494;780947;139,017;47886
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;2010;0;0;0;0;13560;2458;5322;1223;1;2458230;0;0;0;11088;2,05;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAT;ALTA FLORESTA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2537;32;720;3;0;2352090;1631290;221776;136501;94612;19933;31;462960;1929;0;3658;344933;37;21316
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3281;56;1919;55;0;1490340;1302560;151401;109655;52220;21438;54;761843;21835;0;3754;381426;69,7;28279
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;6272;0;1;0;0;0;0;15797;2,46667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;161;0;3;0;0;237105;231357;24727;23079;5542;1437;1;4311;0;0;165;17208;2,16667;3983
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2048;13;2153;30;0;3124040;2942980;286148;267467;97484;24429;17;3093860;43110;0;2174;199134;38,2333;30382
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9484;190;17549;390;0;21784100;19371500;2360420;1693270;448291;116872;56;36624800;813930;0;10438;1131030;171,35;99134
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;556;10;763;0;0;716496;459816;57316;39057;30052;6072;11;421176;0;0;1298;103844;12,5;4753
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;88767;59;0;0;0;137881;115305;33952;7794;6;115308000;76641;0;0;106147;13,4333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4750;41;107516;238;0;6504090;5610380;852494;623627;193322;48063;37;139663000;309162;0;5007;656284;76,1;52432
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;7560;456;0;0;0;40850;8587;9763;2272;2;8588160;518016;0;0;35961;3,91667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7860;69;4709;0;0;11617900;8928960;1172500;740040;280495;71568;63;5349420;0;0;10227;1032160;112,683;57263
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;20;0;0;0;0;;;;;;;;;;;;;;227
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBHT;ALTAMIRA;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3131;42;10673;54;0;2440150;1465310;251512;130587;73943;14508;31;4994960;25272;0;5214;537448;32,0167;33564
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1905;25;11613;318;0;1752750;904875;177795;80579;53215;10450;22;5516180;151050;0;3690;374334;23,1167;15177
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;542;48;3564;0;0;1546580;1298450;175157;120261;27688;7227;3;8585680;0;0;642;72710;10,6;5933
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10026;414;60202;1226;0;28190100;25405300;3159210;2338150;536209;139722;58;145027000;2953430;0;11702;1311430;205,933;113623
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMA;MARABÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5831;78;19949;47;0;4172110;2618120;404561;230049;126008;24695;55;8957100;21103;0;9292;901092;56,1333;55144
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;638;4;2391;103;0;223062;209902;28097;19159;9898;1645;5;786639;33887;0;678;85410;4,63333;7999
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7753;81;63414;112;0;3109710;2846180;317741;264374;101311;17437;53;20863200;36848;0;9452;965854;47,3;78886
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;125;4;0;0;0;;;;;;;;;;;;;;1662
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;12;1;0;0;0;69300;34650;5738;2910;2101;990;1;0;0;0;70;5796;2,63333;88
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;84;3;39;0;0;329208;158928;32671;13416;7409;1892;1;73788;0;0;174;17268;2,8;752
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;449;10;0;0;0;;;;;;;;;;;;;;5203
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;523;0;0;0;0;32423;877;6064;1678;1;877594;0;0;0;19323;2,31667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7485;97;20557;2;0;15560100;12608500;1729070;1091640;337666;90612;54;34494600;3356;0;9273;1030460;130,75;65806
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;66;0;0;0;0;34300;32340;3036;2719;1604;490;1;0;0;0;70;6196;2,03333;601
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1357;13;702;0;0;888860;691880;76980;58169;28611;12740;26;343980;0;0;1814;157124;37,6833;11582
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;80;9;320;10;0;117150;56800;11617;4999;3258;710;1;227200;7100;0;165;16363;1,33333;721
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6096;73;73657;124;0;8431250;5018280;779739;474234;256315;56090;79;52296500;88040;0;11875;1098280;104,933;54103
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBH;BELO HORIZONTE;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2037;100;4;0;0;0;0;0;2,18333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBH;BELO HORIZONTE;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;13055;3367;7;0;0;0;0;0;9,83333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBH;BELO HORIZONTE;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3114;1626;1;0;0;0;0;0;3,86667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;381;0;3;0;0;0;0;38043;0,55;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;382;8;171;0;0;278952;225762;27810;18480;11488;2364;4;101061;0;0;472;47058;5,01667;2451
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9604;307;5903;16;0;7838430;5675960;787149;456913;319677;66192;112;3488670;9456;0;13263;1331990;139,95;47005
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;66;0;115;0;0;127676;71412;12800;6739;4603;1082;1;124430;0;0;118;11830;1,81667;1164
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2651;16;1526;0;0;3928080;2953740;412462;248139;99272;22802;26;1338300;0;0;4479;470325;42,5333;22929
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;63;1;1513;0;0;22168;17441;2231;1829;788;163;1;246619;0;0;136;13689;0,6;576
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;34;2;12;0;0;108528;27132;11784;2179;2403;798;1;9576;0;0;136;14767;1,8;169
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12926;409;9149;1328;0;14652900;10314900;1521640;845149;406566;110922;139;7300900;1059740;0;18362;1906900;226,867;80567
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9075;81;4753;0;0;21778200;15010000;2425910;1228690;487908;127358;77;7861460;0;0;13167;1466710;191,583;57506
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5629;72;2294;0;0;8151550;5346210;692778;424001;214110;47328;51;2128830;0;0;8784;746556;89,5833;21714
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;102;0;0;0;0;147560;110670;15641;8937;2740;1085;1;0;0;0;136;14416;1,81667;587
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;152;2;41;0;0;237105;218424;24664;18630;5901;1437;1;58917;0;0;165;17164;2,28333;1524
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1915;51;348;0;0;3361140;2751860;336131;233491;105556;25866;18;500076;0;0;2339;233918;41,1833;18518
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;11398;3095;1;0;0;0;0;0;4,23333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;100;0;70;0;0;77644;65800;7132;5521;3061;658;1;46060;0;0;118;10839;1,25;821
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3060;114;1871;42;0;2329320;2013480;218562;173123;92806;19740;30;1231120;27636;0;3540;332185;38,2667;31760
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;12430;3228;1;0;0;0;0;0;4,61667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBCA;CASCAVEL;PR;SUL;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1508;22;124;0;0;760348;662012;75613;54373;25264;10975;25;54436;0;0;1732;172266;33,8333;10654
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBCA;CASCAVEL;PR;SUL;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;40;0;0;0;0;40250;23000;3901;1926;1190;575;1;0;0;0;70;6785;1,63333;350
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBCA;CASCAVEL;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3208;97;4088;9;0;2896060;2194270;259906;187405;96875;38304;56;2796190;6156;0;4234;380023;105,383;29337
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBCB;CABO FRIO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCB;CABO FRIO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;104;0;1;0;0;0;0;11367;0,15;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBCB;CABO FRIO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;4358;92;411;0;0;2387840;1917340;237556;158365;105106;25376;61;170976;0;0;5740;571121;71,8333;33191
